,Open,High,Low,Close,Volume,RSI,MACD,MACD_signal,MACD_hist,MOM,MM14,MM50,MM200,SAR,ADX,BB_upper,BB_middle,BB_lower,BORSA
2024-04-08,15.510000228881836,15.815999984741211,15.289999961853027,15.729999542236328,51863247.0,64.16989135264696,0.11903394046450622,0.050651282497610695,0.06838265796689552,1.1439990997314453,14.665285587310791,14.43271999359131,11.98585501909256,16.058000564575195,13.83191566276405,16.0675260886793,14.949199867248534,13.830873645817766,1.431513818960666
