,Open,High,Low,Close,Volume,RSI,MACD,MACD_signal,MACD_hist,MOM,MM14,MM50,MM200,SAR,ADX,BB_upper,BB_middle,BB_lower,BORSA
2024-03-01,14.291999816894531,15.206000328063965,14.13599967956543,14.64799976348877,211239855.0,56.084409547730495,0.7463530550225848,0.7414691700144832,0.004883885008101552,2.197999954223633,14.19485718863351,11.699640054702758,15.341140024662018,28.950000762939453,14.917362004936622,15.621610386376526,14.845199966430664,14.068789546484803,2.807408860616899
