,Open,High,Low,Close,Volume,RSI,MACD,MACD_signal,MACD_hist,MOM,MM14,MM50,MM200,SAR,ADX,BB_upper,BB_middle,BB_lower,BORSA
2024-04-12,15.460000038146973,15.815999984741211,15.442000389099121,15.729999542236328,14869533.0,72.18316619836361,0.2757874706031558,0.19464909265889277,0.08113837794426301,1.1599998474121094,15.080142770494733,14.618119945526123,14.662360005378723,12.449999809265137,34.22574384238902,15.762205678799479,15.476799964904785,15.191394251010092,2.6896442535767613
