,Open,High,Low,Close,Volume,RSI,MACD,MACD_signal,MACD_hist,MOM,MM14,MM50,MM200,SAR,ADX,BB_upper,BB_middle,BB_lower,BORSA
2024-04-01,14.779999732971191,15.815999984741211,14.779999732971191,15.258000373840332,155182210.0,59.231261024660974,0.7603750364933131,0.7452503433102492,0.015124693183063864,2.076000213623047,14.330000059945244,11.781640062332153,15.290530030727387,28.950000762939453,15.412721670099694,15.672199671411418,14.863199996948243,14.054200322485068,4.1643952771765775
