,Open,High,Low,Close,Volume,RSI,MACD,MACD_signal,MACD_hist,MOM,MM14,MM50,MM200,SAR,ADX,BB_upper,BB_middle,BB_lower,BORSA
2024-04-15,15.673999786376953,15.6899995803833,14.899999618530273,15.258000373840332,47965193.0,56.35292080420413,0.140762987371728,0.06867362347243415,0.07208936389929384,0.9640007019042969,14.680714198521205,14.466480007171631,12.017775022983551,16.058000564575195,13.725294722100283,16.13850218944038,15.099600028991699,14.060697868543018,-3.0006305284920063
