,Open,High,Low,Close,Volume,RSI,MACD,MACD_signal,MACD_hist,MOM,MM14,MM50,MM200,SAR,ADX,BB_upper,BB_middle,BB_lower,BORSA
2024-04-15,15.673999786376953,15.6899995803833,15.501999855041504,15.534000396728516,9005648.0,64.77173212721506,0.2793481399627975,0.2115889021196737,0.06775923784312379,0.8860006332397461,15.164428506578718,14.632839946746826,14.67412000656128,12.449999809265137,35.42882008196463,15.768728623394857,15.48080005645752,15.192871489520183,-1.246021304587701
